item_id,domain,topic,stem,choice_A,choice_B,choice_C,choice_D,key,rationale,combined,rasch_b,pvalue,point_biserial,enemy,status
NCX0062,Basic Care & Comfort,skin integrity,Which prescription is most appropriate for a client with skin integrity?,Provide comfort measures only,Reposition at least every two hours,Offer detailed education before stabilizing the client,Apply restraints without trying alternatives,B,The correct action for skin integrity reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which prescription is most appropriate for a client with skin integrity provide comfort measures only reposition at least every two hours offer detailed education before stabilizing the client apply restraints without trying alternatives,-1.845496664248166,0.8348571428571429,0.3140478982889539,"{NCX0038,NCX0154}",active
NCX0063,Basic Care & Comfort,oral care,A client with oral care is at risk for falls. Which intervention takes priority?,Provide comfort measures only,Use soft-bristle toothbrush for thrombocytopenia,Wait for provider rounds before acting,Encourage rest and postpone evaluation,B,The correct action for oral care reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with oral care is at risk for falls which intervention takes priority provide comfort measures only use soft bristle toothbrush for thrombocytopenia wait for provider rounds before acting encourage rest and postpone evaluation,0.9676718951968188,0.3171428571428571,0.3955008811274165,{NCX0023},active
NCX0064,Basic Care & Comfort,pain management,A client with pain management has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Reassess pain after interventions,Encourage rest and postpone evaluation,Ignore abnormal values if the client feels fine,Delegate initial assessment to unlicensed staff,A,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with pain management has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection reassess pain after interventions encourage rest and postpone evaluation ignore abnormal values if the client feels fine delegate initial assessment to unlicensed staff,-0.2871679827980554,0.5481428571428572,0.4207287193041243,,active
NCX0065,Basic Care & Comfort,sleep promotion,Which step of sterile technique is critical when performing care related to sleep promotion?,Apply restraints without trying alternatives,Limit caffeine intake late in the day,Increase oral fluids without assessing contraindications,Wait for provider rounds before acting,B,The correct action for sleep promotion reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which step of sterile technique is critical when performing care related to sleep promotion apply restraints without trying alternatives limit caffeine intake late in the day increase oral fluids without assessing contraindications wait for provider rounds before acting,0.2561870083425557,0.4457142857142857,0.4109351952600573,,active
NCX0066,Basic Care & Comfort,skin integrity,"During shift handoff, a client with skin integrity is on multiple medications. Vitals: BP 164/86, HR 64. Which medication-related action should the nurse take first?",Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,Keep skin clean and dry,Position the client supine regardless of condition,C,The correct action for skin integrity reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,during shift handoff a client with skin integrity is on multiple medications vitals bp 164 86 hr 64 which medication related action should the nurse take first increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine keep skin clean and dry position the client supine regardless of condition,0.494742397729338,0.3971428571428571,0.4123160375385487,,active
NCX0067,Basic Care & Comfort,temperature regulation,The nurse reinforces teaching about temperature regulation. Which client statement shows understanding?,Administer antipyretics as prescribed,Ignore abnormal values if the client feels fine,Encourage rest and postpone evaluation,Provide comfort measures only,A,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,the nurse reinforces teaching about temperature regulation which client statement shows understanding administer antipyretics as prescribed ignore abnormal values if the client feels fine encourage rest and postpone evaluation provide comfort measures only,-1.21532001878548,0.7252857142857143,0.3610701232017426,"{NCX0083,NCX0122}",active
NCX0068,Basic Care & Comfort,nutrition,Which intervention is indicated for a client experiencing nutrition symptoms?,Wait for provider rounds before acting,Document and reassess later without intervening,Monitor intake and weight trends,Ignore abnormal values if the client feels fine,C,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which intervention is indicated for a client experiencing nutrition symptoms wait for provider rounds before acting document and reassess later without intervening monitor intake and weight trends ignore abnormal values if the client feels fine,-1.095405878427335,0.7085714285714285,0.3743474770419449,,active
NCX0069,Basic Care & Comfort,elimination,"During shift handoff, a client with elimination is on multiple medications. Vitals: BP 88/71, HR 64. Which medication-related action should the nurse take first?",Increase oral fluids without assessing contraindications,Document and reassess later without intervening,Provide privacy and timely toileting,Delegate initial assessment to unlicensed staff,C,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,during shift handoff a client with elimination is on multiple medications vitals bp 88 71 hr 64 which medication related action should the nurse take first increase oral fluids without assessing contraindications document and reassess later without intervening provide privacy and timely toileting delegate initial assessment to unlicensed staff,-0.4139306082125056,0.5841428571428572,0.4049605162882756,,active
NCX0070,Basic Care & Comfort,temperature regulation,"For a client being discharged with temperature regulation, which instruction is most important?",Document and reassess later without intervening,Administer antipyretics as prescribed,Wait for provider rounds before acting,Position the client supine regardless of condition,B,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,for a client being discharged with temperature regulation which instruction is most important document and reassess later without intervening administer antipyretics as prescribed wait for provider rounds before acting position the client supine regardless of condition,2.045707915962885,0.1498571428571429,0.3113670676483759,"{NCX0032,NCX0123}",draft
NCX0071,Basic Care & Comfort,elimination,Which intervention is indicated for a client experiencing elimination symptoms?,Wait for provider rounds before acting,Delegate initial assessment to unlicensed staff,Position the client supine regardless of condition,Provide privacy and timely toileting,D,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which intervention is indicated for a client experiencing elimination symptoms wait for provider rounds before acting delegate initial assessment to unlicensed staff position the client supine regardless of condition provide privacy and timely toileting,-1.368458874166005,0.758,0.3687353798589207,,active
NCX0072,Basic Care & Comfort,elimination,Which finding in a client with elimination is the highest priority for the nurse to report?,Provide comfort measures only,Ignore abnormal values if the client feels fine,Provide privacy and timely toileting,Encourage rest and postpone evaluation,C,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which finding in a client with elimination is the highest priority for the nurse to report provide comfort measures only ignore abnormal values if the client feels fine provide privacy and timely toileting encourage rest and postpone evaluation,-0.4537365490785739,0.5924285714285714,0.4204522403265915,,active
NCX0073,Basic Care & Comfort,nutrition,Which task related to nutrition is appropriate to delegate to an experienced UAP?,Ignore abnormal values if the client feels fine,Increase oral fluids without assessing contraindications,Encourage rest and postpone evaluation,Collaborate with a dietitian for needs,D,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which task related to nutrition is appropriate to delegate to an experienced uap ignore abnormal values if the client feels fine increase oral fluids without assessing contraindications encourage rest and postpone evaluation collaborate with a dietitian for needs,-0.3545541690189133,0.5727142857142857,0.3949233909767677,,active
NCX0074,Basic Care & Comfort,pain management,What is the safest positioning for a client with pain management?,Encourage rest and postpone evaluation,Delegate initial assessment to unlicensed staff,Position the client supine regardless of condition,Administer prescribed analgesics promptly,D,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,what is the safest positioning for a client with pain management encourage rest and postpone evaluation delegate initial assessment to unlicensed staff position the client supine regardless of condition administer prescribed analgesics promptly,-1.466955826417494,0.7824285714285715,0.3407048522773485,,active
NCX0075,Basic Care & Comfort,skin integrity,Which finding in a client with skin integrity is the highest priority for the nurse to report?,Wait for provider rounds before acting,Use pressure-relieving surfaces,Delegate initial assessment to unlicensed staff,Position the client supine regardless of condition,B,The correct action for skin integrity reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which finding in a client with skin integrity is the highest priority for the nurse to report wait for provider rounds before acting use pressure relieving surfaces delegate initial assessment to unlicensed staff position the client supine regardless of condition,-1.094980540913794,0.7055714285714285,0.376687104347274,,active
NCX0076,Basic Care & Comfort,oral care,A client with oral care arrives on the unit. Which action should the nurse perform first?,Provide comfort measures only,Moisten oral mucosa for comfort,Offer detailed education before stabilizing the client,Increase oral fluids without assessing contraindications,B,The correct action for oral care reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with oral care arrives on the unit which action should the nurse perform first provide comfort measures only moisten oral mucosa for comfort offer detailed education before stabilizing the client increase oral fluids without assessing contraindications,-0.4333456235437108,0.5788571428571428,0.399949021974031,,active
NCX0077,Basic Care & Comfort,nutrition,What is the safest positioning for a client with nutrition?,Apply restraints without trying alternatives,Document and reassess later without intervening,Offer detailed education before stabilizing the client,"Offer small, frequent, nutrient-dense meals",D,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,what is the safest positioning for a client with nutrition apply restraints without trying alternatives document and reassess later without intervening offer detailed education before stabilizing the client offer small frequent nutrient dense meals,1.177121967789689,0.2778571428571429,0.3832395797528138,,active
NCX0078,Basic Care & Comfort,mobility assistance,"For a client being discharged with mobility assistance, which instruction is most important?",Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,Use assistive devices as trained,Position the client supine regardless of condition,C,The correct action for mobility assistance reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,for a client being discharged with mobility assistance which instruction is most important delegate initial assessment to unlicensed staff encourage rest and postpone evaluation use assistive devices as trained position the client supine regardless of condition,-0.4037737506739781,0.5818571428571429,0.4117261795892055,,active
NCX0079,Basic Care & Comfort,pain management,What is the safest positioning for a client with pain management?,Evaluate pain using a validated scale,Provide comfort measures only,Ignore abnormal values if the client feels fine,Apply restraints without trying alternatives,A,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,what is the safest positioning for a client with pain management evaluate pain using a validated scale provide comfort measures only ignore abnormal values if the client feels fine apply restraints without trying alternatives,-0.8182177567520278,0.6568571428571428,0.3897212812961599,,active
NCX0080,Basic Care & Comfort,nutrition,"On a medical-surgical floor, a client with nutrition has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?","Offer small, frequent, nutrient-dense meals",Provide comfort measures only,Wait for provider rounds before acting,Delegate initial assessment to unlicensed staff,A,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,on a medical surgical floor a client with nutrition has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first offer small frequent nutrient dense meals provide comfort measures only wait for provider rounds before acting delegate initial assessment to unlicensed staff,-0.03307560239903672,0.5067142857142857,0.4076616434742849,,active
NCX0081,Basic Care & Comfort,nutrition,Which statement by the client about nutrition requires further teaching?,Position the client supine regardless of condition,Delegate initial assessment to unlicensed staff,Wait for provider rounds before acting,"Offer small, frequent, nutrient-dense meals",D,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which statement by the client about nutrition requires further teaching position the client supine regardless of condition delegate initial assessment to unlicensed staff wait for provider rounds before acting offer small frequent nutrient dense meals,0.4697896158758955,0.399,0.3980640109405089,,active
NCX0082,Basic Care & Comfort,mobility assistance,"In the ED, a 50-year-old client with history of mobility assistance reports new symptoms. Vitals: BP 157/79, HR 58, RR 33, Temp 40.1. Which intervention is most critical at this time?",Ignore abnormal values if the client feels fine,Apply a gait belt during ambulation,Increase oral fluids without assessing contraindications,Encourage rest and postpone evaluation,B,The correct action for mobility assistance reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,in the ed a 50 year old client with history of mobility assistance reports new symptoms vitals bp 157 79 hr 58 rr 33 temp 40 1 which intervention is most critical at this time ignore abnormal values if the client feels fine apply a gait belt during ambulation increase oral fluids without assessing contraindications encourage rest and postpone evaluation,-0.6990025129181056,0.6351428571428571,0.3998582439219469,,active
NCX0083,Basic Care & Comfort,temperature regulation,The nurse reinforces teaching about temperature regulation. Which client statement shows understanding?,Administer antipyretics as prescribed,Encourage rest and postpone evaluation,Provide comfort measures only,Offer detailed education before stabilizing the client,A,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,the nurse reinforces teaching about temperature regulation which client statement shows understanding administer antipyretics as prescribed encourage rest and postpone evaluation provide comfort measures only offer detailed education before stabilizing the client,-0.6541851682130112,0.631,0.3876334331910345,"{NCX0067,NCX0122}",active
NCX0084,Basic Care & Comfort,oral care,A client with oral care arrives on the unit. Which action should the nurse perform first?,Use soft-bristle toothbrush for thrombocytopenia,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,A,The correct action for oral care reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with oral care arrives on the unit which action should the nurse perform first use soft bristle toothbrush for thrombocytopenia increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff encourage rest and postpone evaluation,0.2272736902401977,0.4528571428571428,0.4204447805024837,,active
NCX0085,Basic Care & Comfort,sleep promotion,Which finding indicates effective management of sleep promotion?,Document and reassess later without intervening,Apply restraints without trying alternatives,Ignore abnormal values if the client feels fine,Limit caffeine intake late in the day,D,The correct action for sleep promotion reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which finding indicates effective management of sleep promotion document and reassess later without intervening apply restraints without trying alternatives ignore abnormal values if the client feels fine limit caffeine intake late in the day,0.953913617891382,0.3027142857142857,0.3882354826291596,,active
NCX0086,Basic Care & Comfort,elimination,Which finding indicates effective management of elimination?,Encourage rest and postpone evaluation,Provide comfort measures only,Provide privacy and timely toileting,Document and reassess later without intervening,C,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which finding indicates effective management of elimination encourage rest and postpone evaluation provide comfort measures only provide privacy and timely toileting document and reassess later without intervening,-1.617410195361482,0.7965714285714286,0.3404235188499536,,active
NCX0087,Basic Care & Comfort,sleep promotion,Which order should the nurse question for a client with sleep promotion?,Wait for provider rounds before acting,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,Promote a consistent sleep routine,D,The correct action for sleep promotion reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which order should the nurse question for a client with sleep promotion wait for provider rounds before acting increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine promote a consistent sleep routine,-1.430768702177932,0.77,0.3608043389831332,{NCX0009},active
NCX0088,Basic Care & Comfort,temperature regulation,A client with temperature regulation refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Ignore abnormal values if the client feels fine,Encourage rest and postpone evaluation,Monitor for shivering and dehydration,Offer detailed education before stabilizing the client,C,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with temperature regulation refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate ignore abnormal values if the client feels fine encourage rest and postpone evaluation monitor for shivering and dehydration offer detailed education before stabilizing the client,0.5637482092284126,0.3872857142857143,0.4198538108941097,,active
NCX0089,Basic Care & Comfort,elimination,A client with elimination has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Position the client supine regardless of condition,Apply restraints without trying alternatives,Encourage rest and postpone evaluation,Provide privacy and timely toileting,D,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with elimination has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection position the client supine regardless of condition apply restraints without trying alternatives encourage rest and postpone evaluation provide privacy and timely toileting,-0.1620427698730112,0.5408571428571428,0.4020142176663254,,active
NCX0090,Basic Care & Comfort,elimination,Which finding indicates effective management of elimination?,Provide privacy and timely toileting,Delegate initial assessment to unlicensed staff,Increase oral fluids without assessing contraindications,Position the client supine regardless of condition,A,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which finding indicates effective management of elimination provide privacy and timely toileting delegate initial assessment to unlicensed staff increase oral fluids without assessing contraindications position the client supine regardless of condition,-1.807395741152088,0.8247142857142857,0.3346294369152502,{NCX0114},active
NCX0091,Basic Care & Comfort,nutrition,A 57-year-old client with nutrition has oxygen saturation of 84 on room air and labored breathing. Which intervention is the priority?,Provide comfort measures only,Document and reassess later without intervening,Offer detailed education before stabilizing the client,Collaborate with a dietitian for needs,D,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a 57 year old client with nutrition has oxygen saturation of 84 on room air and labored breathing which intervention is the priority provide comfort measures only document and reassess later without intervening offer detailed education before stabilizing the client collaborate with a dietitian for needs,-0.7357642040848853,0.6461428571428571,0.4029683924118997,,active
NCX0092,Basic Care & Comfort,pain management,Which prescription is most appropriate for a client with pain management?,Apply restraints without trying alternatives,Reassess pain after interventions,Increase oral fluids without assessing contraindications,Position the client supine regardless of condition,B,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which prescription is most appropriate for a client with pain management apply restraints without trying alternatives reassess pain after interventions increase oral fluids without assessing contraindications position the client supine regardless of condition,-0.2101688462672284,0.5452857142857143,0.3983582116768619,,active
NCX0093,Basic Care & Comfort,nutrition,A client with nutrition is at risk for falls. Which intervention takes priority?,Ignore abnormal values if the client feels fine,Apply restraints without trying alternatives,"Offer small, frequent, nutrient-dense meals",Wait for provider rounds before acting,C,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with nutrition is at risk for falls which intervention takes priority ignore abnormal values if the client feels fine apply restraints without trying alternatives offer small frequent nutrient dense meals wait for provider rounds before acting,0.641618120661238,0.3702857142857143,0.4015660508509644,,active
NCX0094,Basic Care & Comfort,temperature regulation,Which intervention is indicated for a client experiencing temperature regulation symptoms?,Encourage rest and postpone evaluation,Provide comfort measures only,Ignore abnormal values if the client feels fine,Monitor for shivering and dehydration,D,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which intervention is indicated for a client experiencing temperature regulation symptoms encourage rest and postpone evaluation provide comfort measures only ignore abnormal values if the client feels fine monitor for shivering and dehydration,-0.7547979440140997,0.6472857142857142,0.4321710765519398,,active
NCX0095,Basic Care & Comfort,oral care,A client receiving education about oral care is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Position the client supine regardless of condition,Provide oral care at least twice daily,Ignore abnormal values if the client feels fine,Wait for provider rounds before acting,B,The correct action for oral care reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client receiving education about oral care is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important position the client supine regardless of condition provide oral care at least twice daily ignore abnormal values if the client feels fine wait for provider rounds before acting,1.607151333370682,0.2058571428571428,0.3460843707259246,,draft
NCX0096,Basic Care & Comfort,nutrition,"On a medical-surgical floor, a client with nutrition has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Encourage rest and postpone evaluation,Monitor intake and weight trends,Document and reassess later without intervening,Apply restraints without trying alternatives,B,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,on a medical surgical floor a client with nutrition has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first encourage rest and postpone evaluation monitor intake and weight trends document and reassess later without intervening apply restraints without trying alternatives,0.07607004698906801,0.4818571428571429,0.4279757378373241,,active
NCX0097,Basic Care & Comfort,elimination,"A client with elimination reports new onset chest discomfort. Vitals: BP 91/84, HR 64. Which nursing action is most appropriate?",Provide comfort measures only,Position the client supine regardless of condition,Provide privacy and timely toileting,Ignore abnormal values if the client feels fine,C,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with elimination reports new onset chest discomfort vitals bp 91 84 hr 64 which nursing action is most appropriate provide comfort measures only position the client supine regardless of condition provide privacy and timely toileting ignore abnormal values if the client feels fine,0.1974551075342884,0.4542857142857143,0.4176953882666025,,active
NCX0098,Basic Care & Comfort,elimination,The nurse cares for a client with elimination and notices unilateral pupil dilation. Which action takes priority?,Increase oral fluids without assessing contraindications,Monitor I&O carefully,Document and reassess later without intervening,Apply restraints without trying alternatives,B,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,the nurse cares for a client with elimination and notices unilateral pupil dilation which action takes priority increase oral fluids without assessing contraindications monitor i o carefully document and reassess later without intervening apply restraints without trying alternatives,-1.49723059322127,0.7751428571428571,0.3339107632894575,,active
NCX0099,Basic Care & Comfort,elimination,Which order should the nurse question for a client with elimination?,Prevent constipation with fluids and fiber when appropriate,Ignore abnormal values if the client feels fine,Provide comfort measures only,Position the client supine regardless of condition,A,The correct action for elimination reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which order should the nurse question for a client with elimination prevent constipation with fluids and fiber when appropriate ignore abnormal values if the client feels fine provide comfort measures only position the client supine regardless of condition,1.820536377797708,0.1812857142857143,0.3175691785244796,,draft
NCX0100,Basic Care & Comfort,temperature regulation,"A client with temperature regulation reports new onset chest discomfort. Vitals: BP 177/102, HR 109. Which nursing action is most appropriate?",Offer detailed education before stabilizing the client,Position the client supine regardless of condition,Increase oral fluids without assessing contraindications,Provide warming measures for hypothermia,D,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with temperature regulation reports new onset chest discomfort vitals bp 177 102 hr 109 which nursing action is most appropriate offer detailed education before stabilizing the client position the client supine regardless of condition increase oral fluids without assessing contraindications provide warming measures for hypothermia,-0.2825132832640191,0.5532857142857143,0.4023183229848467,,active
NCX0101,Basic Care & Comfort,pain management,A client with pain management is at risk for falls. Which intervention takes priority?,Document and reassess later without intervening,Wait for provider rounds before acting,Delegate initial assessment to unlicensed staff,Reassess pain after interventions,D,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with pain management is at risk for falls which intervention takes priority document and reassess later without intervening wait for provider rounds before acting delegate initial assessment to unlicensed staff reassess pain after interventions,-0.8988731839435548,0.6781428571428572,0.3707575591739111,,active
NCX0102,Basic Care & Comfort,skin integrity,"A client with skin integrity reports new onset chest discomfort. Vitals: BP 111/103, HR 64. Which nursing action is most appropriate?",Encourage rest and postpone evaluation,Reposition at least every two hours,Ignore abnormal values if the client feels fine,Apply restraints without trying alternatives,B,The correct action for skin integrity reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with skin integrity reports new onset chest discomfort vitals bp 111 103 hr 64 which nursing action is most appropriate encourage rest and postpone evaluation reposition at least every two hours ignore abnormal values if the client feels fine apply restraints without trying alternatives,-0.6540912206094215,0.6355714285714286,0.4211392774811655,,active
NCX0103,Basic Care & Comfort,nutrition,"A postoperative client with nutrition has labs: K+ 6.5, Na+ 143, Hgb 14.5. Vitals: BP 154/95, HR 73. Which order should the nurse implement first?",Increase oral fluids without assessing contraindications,Monitor intake and weight trends,Delegate initial assessment to unlicensed staff,Offer detailed education before stabilizing the client,B,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a postoperative client with nutrition has labs k 6 5 na 143 hgb 14 5 vitals bp 154 95 hr 73 which order should the nurse implement first increase oral fluids without assessing contraindications monitor intake and weight trends delegate initial assessment to unlicensed staff offer detailed education before stabilizing the client,0.0105954665171153,0.4931428571428572,0.4161647111454135,,active
NCX0104,Basic Care & Comfort,temperature regulation,Which action reflects evidence-based practice in managing temperature regulation?,Provide warming measures for hypothermia,Ignore abnormal values if the client feels fine,Encourage rest and postpone evaluation,Delegate initial assessment to unlicensed staff,A,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which action reflects evidence based practice in managing temperature regulation provide warming measures for hypothermia ignore abnormal values if the client feels fine encourage rest and postpone evaluation delegate initial assessment to unlicensed staff,-0.8416594112785551,0.6564285714285715,0.3895217982078177,,active
NCX0105,Basic Care & Comfort,pain management,Which assessment should the nurse perform first for a client with pain management?,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,Evaluate pain using a validated scale,Encourage rest and postpone evaluation,C,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which assessment should the nurse perform first for a client with pain management apply restraints without trying alternatives increase oral fluids without assessing contraindications evaluate pain using a validated scale encourage rest and postpone evaluation,0.56663600702961,0.3837142857142857,0.3948690894196697,{NCX0052},active
NCX0106,Basic Care & Comfort,nutrition,Which change in condition for nutrition requires rapid response activation?,"Offer small, frequent, nutrient-dense meals",Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,Offer detailed education before stabilizing the client,A,The correct action for nutrition reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which change in condition for nutrition requires rapid response activation offer small frequent nutrient dense meals delegate initial assessment to unlicensed staff encourage rest and postpone evaluation offer detailed education before stabilizing the client,-0.2750476553462635,0.5504285714285714,0.403805476652312,,active
NCX0107,Basic Care & Comfort,oral care,"On a medical-surgical floor, a client with oral care has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Document and reassess later without intervening,Ignore abnormal values if the client feels fine,Use soft-bristle toothbrush for thrombocytopenia,Delegate initial assessment to unlicensed staff,C,The correct action for oral care reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,on a medical surgical floor a client with oral care has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first document and reassess later without intervening ignore abnormal values if the client feels fine use soft bristle toothbrush for thrombocytopenia delegate initial assessment to unlicensed staff,0.6124431267664302,0.3684285714285714,0.4150632195993312,{NCX0208},active
NCX0108,Basic Care & Comfort,temperature regulation,"A postoperative client with temperature regulation has labs: K+ 5.9, Na+ 151, Hgb 8.5. Vitals: BP 137/82, HR 106. Which order should the nurse implement first?",Increase oral fluids without assessing contraindications,Document and reassess later without intervening,Administer antipyretics as prescribed,Encourage rest and postpone evaluation,C,The correct action for temperature regulation reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a postoperative client with temperature regulation has labs k 5 9 na 151 hgb 8 5 vitals bp 137 82 hr 106 which order should the nurse implement first increase oral fluids without assessing contraindications document and reassess later without intervening administer antipyretics as prescribed encourage rest and postpone evaluation,-1.012560548661147,0.7002857142857143,0.3812617229726371,,active
NCX0109,Basic Care & Comfort,skin integrity,Which instruction prevents complication related to skin integrity?,Delegate initial assessment to unlicensed staff,Offer detailed education before stabilizing the client,Encourage rest and postpone evaluation,Keep skin clean and dry,D,The correct action for skin integrity reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,which instruction prevents complication related to skin integrity delegate initial assessment to unlicensed staff offer detailed education before stabilizing the client encourage rest and postpone evaluation keep skin clean and dry,-0.6387897239645756,0.6368571428571429,0.407683792168995,{NCX0209},active
NCX0110,Basic Care & Comfort,pain management,"During shift handoff, a client with pain management is on multiple medications. Vitals: BP 108/82, HR 94. Which medication-related action should the nurse take first?",Position the client supine regardless of condition,Administer prescribed analgesics promptly,Apply restraints without trying alternatives,Encourage rest and postpone evaluation,B,The correct action for pain management reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,during shift handoff a client with pain management is on multiple medications vitals bp 108 82 hr 94 which medication related action should the nurse take first position the client supine regardless of condition administer prescribed analgesics promptly apply restraints without trying alternatives encourage rest and postpone evaluation,0.437761870873707,0.4155714285714286,0.4235321927023364,,active
NCX0111,Basic Care & Comfort,skin integrity,"For a client being discharged with skin integrity, which instruction is most important?",Provide comfort measures only,Delegate initial assessment to unlicensed staff,Apply restraints without trying alternatives,Use pressure-relieving surfaces,D,The correct action for skin integrity reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,for a client being discharged with skin integrity which instruction is most important provide comfort measures only delegate initial assessment to unlicensed staff apply restraints without trying alternatives use pressure relieving surfaces,-0.3078050471639967,0.5585714285714286,0.4088054342881731,,active
NCX0112,Basic Care & Comfort,oral care,A client with oral care is scheduled for a diagnostic procedure today. What should the nurse verify before the procedure begins?,Wait for provider rounds before acting,Moisten oral mucosa for comfort,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,B,The correct action for oral care reflects NCLEX priorities and evidence-based practice for Basic Care & Comfort.,a client with oral care is scheduled for a diagnostic procedure today what should the nurse verify before the procedure begins wait for provider rounds before acting moisten oral mucosa for comfort ignore abnormal values if the client feels fine position the client supine regardless of condition,-0.6382417669019806,0.6244285714285714,0.3987375379299505,,active
