item_id,domain,topic,stem,choice_A,choice_B,choice_C,choice_D,key,rationale,combined,rasch_b,pvalue,point_biserial,enemy,status
NCX0299,Health Promotion & Maintenance,nutrition counseling,A client treated for nutrition counseling is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Position the client supine regardless of condition,Delegate initial assessment to unlicensed staff,Teach carbohydrate counting for diabetes,Wait for provider rounds before acting,C,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client treated for nutrition counseling is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority position the client supine regardless of condition delegate initial assessment to unlicensed staff teach carbohydrate counting for diabetes wait for provider rounds before acting,-0.923318857,0.68,0.393145889,NCX0302,active
NCX0300,Health Promotion & Maintenance,screenings,A client with screenings has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Position the client supine regardless of condition,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Screen for IPV when indicated,D,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with screenings has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection position the client supine regardless of condition increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff screen for ipv when indicated,-0.808787575,0.658,0.393280934,NCX0377,active
NCX0301,Health Promotion & Maintenance,prenatal care,Which instruction prevents complication related to prenatal care?,Delegate initial assessment to unlicensed staff,Wait for provider rounds before acting,Encourage regular prenatal visits,Encourage rest and postpone evaluation,C,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which instruction prevents complication related to prenatal care delegate initial assessment to unlicensed staff wait for provider rounds before acting encourage regular prenatal visits encourage rest and postpone evaluation,-1.799076775,0.821142857,0.346770783,,active
NCX0302,Health Promotion & Maintenance,nutrition counseling,A client treated for nutrition counseling is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Provide comfort measures only,Teach carbohydrate counting for diabetes,Position the client supine regardless of condition,Apply restraints without trying alternatives,B,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client treated for nutrition counseling is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority provide comfort measures only teach carbohydrate counting for diabetes position the client supine regardless of condition apply restraints without trying alternatives,-0.511330509,0.601285714,0.391811163,NCX0299,active
NCX0303,Health Promotion & Maintenance,screenings,Which step of sterile technique is critical when performing care related to screenings?,Document and reassess later without intervening,Provide comfort measures only,Offer depression screening in primary care,Wait for provider rounds before acting,C,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which step of sterile technique is critical when performing care related to screenings document and reassess later without intervening provide comfort measures only offer depression screening in primary care wait for provider rounds before acting,-1.122737445,0.723,0.37611726,,active
NCX0304,Health Promotion & Maintenance,screenings,A client with screenings refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Offer detailed education before stabilizing the client,Delegate initial assessment to unlicensed staff,Encourage age-appropriate cancer screenings,Encourage rest and postpone evaluation,C,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with screenings refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate offer detailed education before stabilizing the client delegate initial assessment to unlicensed staff encourage age appropriate cancer screenings encourage rest and postpone evaluation,-1.129016805,0.712428571,0.397660839,,active
NCX0305,Health Promotion & Maintenance,newborn care,A client with newborn care arrives on the unit. Which action should the nurse perform first?,Offer detailed education before stabilizing the client,Promote skin-to-skin contact after birth,Increase oral fluids without assessing contraindications,Document and reassess later without intervening,B,The correct action for newborn care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with newborn care arrives on the unit which action should the nurse perform first offer detailed education before stabilizing the client promote skin to skin contact after birth increase oral fluids without assessing contraindications document and reassess later without intervening,-0.026159101,0.508,0.424165575,,active
NCX0306,Health Promotion & Maintenance,screenings,Which prescription is most appropriate for a client with screenings?,Document and reassess later without intervening,Provide comfort measures only,Screen for IPV when indicated,Increase oral fluids without assessing contraindications,C,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which prescription is most appropriate for a client with screenings document and reassess later without intervening provide comfort measures only screen for ipv when indicated increase oral fluids without assessing contraindications,-1.42614725,0.773428571,0.365999659,,active
NCX0307,Health Promotion & Maintenance,immunizations,"For a client being discharged with immunizations, which instruction is most important?",Hold live vaccines in severe immunodeficiency,Provide comfort measures only,Document and reassess later without intervening,Offer detailed education before stabilizing the client,A,The correct action for immunizations reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,for a client being discharged with immunizations which instruction is most important hold live vaccines in severe immunodeficiency provide comfort measures only document and reassess later without intervening offer detailed education before stabilizing the client,-1.254598312,0.737142857,0.370645886,NCX0243,active
NCX0308,Health Promotion & Maintenance,older adult health,The nurse reinforces teaching about older adult health. Which client statement shows understanding?,Position the client supine regardless of condition,Wait for provider rounds before acting,Assess fall risks and home safety,Increase oral fluids without assessing contraindications,C,The correct action for older adult health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,the nurse reinforces teaching about older adult health which client statement shows understanding position the client supine regardless of condition wait for provider rounds before acting assess fall risks and home safety increase oral fluids without assessing contraindications,0.090496438,0.480285714,0.410442692,,active
NCX0309,Health Promotion & Maintenance,prenatal care,A client with prenatal care has stable vitals. Which action can be safely assigned to an LPN?,Ignore abnormal values if the client feels fine,Encourage rest and postpone evaluation,Teach folic acid supplementation prior to conception,Wait for provider rounds before acting,C,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with prenatal care has stable vitals which action can be safely assigned to an lpn ignore abnormal values if the client feels fine encourage rest and postpone evaluation teach folic acid supplementation prior to conception wait for provider rounds before acting,-1.42191489,0.772142857,0.346857979,NCX0324,active
NCX0310,Health Promotion & Maintenance,prenatal care,"A client with prenatal care suddenly exhibits uncontrolled bleeding. Vitals: BP 87/64, HR 100, RR 16, SpO2 86. Which action should the nurse take first?",Ignore abnormal values if the client feels fine,Document and reassess later without intervening,Report severe headache or visual changes immediately,Apply restraints without trying alternatives,C,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with prenatal care suddenly exhibits uncontrolled bleeding vitals bp 87 64 hr 100 rr 16 spo2 86 which action should the nurse take first ignore abnormal values if the client feels fine document and reassess later without intervening report severe headache or visual changes immediately apply restraints without trying alternatives,-1.092848873,0.709285714,0.388463034,,active
NCX0311,Health Promotion & Maintenance,screenings,"During morning rounds, a client with screenings requests assistance. What should the nurse do first?",Ignore abnormal values if the client feels fine,Encourage age-appropriate cancer screenings,Offer detailed education before stabilizing the client,Document and reassess later without intervening,B,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,during morning rounds a client with screenings requests assistance what should the nurse do first ignore abnormal values if the client feels fine encourage age appropriate cancer screenings offer detailed education before stabilizing the client document and reassess later without intervening,-1.458006731,0.773571429,0.355613266,,active
NCX0312,Health Promotion & Maintenance,adolescent health,Which assessment should the nurse perform first for a client with adolescent health?,Offer detailed education before stabilizing the client,Discuss injury prevention and seatbelt use,Wait for provider rounds before acting,Delegate initial assessment to unlicensed staff,B,The correct action for adolescent health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which assessment should the nurse perform first for a client with adolescent health offer detailed education before stabilizing the client discuss injury prevention and seatbelt use wait for provider rounds before acting delegate initial assessment to unlicensed staff,0.864200267,0.333714286,0.39494222,NCX0333,active
NCX0313,Health Promotion & Maintenance,health promotion,Which finding in a client with health promotion is the highest priority for the nurse to report?,Advise a balanced diet rich in fruits and vegetables,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Apply restraints without trying alternatives,A,The correct action for health promotion reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which finding in a client with health promotion is the highest priority for the nurse to report advise a balanced diet rich in fruits and vegetables increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff apply restraints without trying alternatives,1.196038742,0.269142857,0.394963685,,active
NCX0314,Health Promotion & Maintenance,health promotion,"A 71-year-old client admitted for health promotion now has vitals: BP 153/103, HR 92, RR 12, SpO2 98. The client is anxious and pale. Which action should the nurse prioritize?",Provide comfort measures only,Position the client supine regardless of condition,Encourage 150 minutes of moderate exercise weekly,Document and reassess later without intervening,C,The correct action for health promotion reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a 71 year old client admitted for health promotion now has vitals bp 153 103 hr 92 rr 12 spo2 98 the client is anxious and pale which action should the nurse prioritize provide comfort measures only position the client supine regardless of condition encourage 150 minutes of moderate exercise weekly document and reassess later without intervening,0.929882246,0.311714286,0.393689769,,active
NCX0315,Health Promotion & Maintenance,older adult health,"A client with older adult health reports new onset chest discomfort. Vitals: BP 117/88, HR 124. Which nursing action is most appropriate?",Assess fall risks and home safety,Document and reassess later without intervening,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,A,The correct action for older adult health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with older adult health reports new onset chest discomfort vitals bp 117 88 hr 124 which nursing action is most appropriate assess fall risks and home safety document and reassess later without intervening apply restraints without trying alternatives increase oral fluids without assessing contraindications,0.683041671,0.358714286,0.403987144,,active
NCX0316,Health Promotion & Maintenance,nutrition counseling,Which intervention is indicated for a client experiencing nutrition counseling symptoms?,Wait for provider rounds before acting,Apply restraints without trying alternatives,Position the client supine regardless of condition,Teach carbohydrate counting for diabetes,D,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which intervention is indicated for a client experiencing nutrition counseling symptoms wait for provider rounds before acting apply restraints without trying alternatives position the client supine regardless of condition teach carbohydrate counting for diabetes,-0.513999773,0.596142857,0.411415791,,active
NCX0317,Health Promotion & Maintenance,screenings,Which prescription is most appropriate for a client with screenings?,Offer depression screening in primary care,Ignore abnormal values if the client feels fine,Wait for provider rounds before acting,Apply restraints without trying alternatives,A,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which prescription is most appropriate for a client with screenings offer depression screening in primary care ignore abnormal values if the client feels fine wait for provider rounds before acting apply restraints without trying alternatives,0.218251449,0.448,0.418977822,,active
NCX0318,Health Promotion & Maintenance,screenings,"On a medical-surgical floor, a client with screenings has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Increase oral fluids without assessing contraindications,Offer detailed education before stabilizing the client,Ignore abnormal values if the client feels fine,Offer depression screening in primary care,D,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,on a medical surgical floor a client with screenings has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first increase oral fluids without assessing contraindications offer detailed education before stabilizing the client ignore abnormal values if the client feels fine offer depression screening in primary care,-0.502084594,0.596714286,0.408599641,,active
NCX0319,Health Promotion & Maintenance,adolescent health,The nurse cares for a client with adolescent health and notices copious bright-red drainage. Which action takes priority?,Provide confidential sexual health counseling as appropriate,Wait for provider rounds before acting,Offer detailed education before stabilizing the client,Increase oral fluids without assessing contraindications,A,The correct action for adolescent health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,the nurse cares for a client with adolescent health and notices copious bright red drainage which action takes priority provide confidential sexual health counseling as appropriate wait for provider rounds before acting offer detailed education before stabilizing the client increase oral fluids without assessing contraindications,-1.013166696,0.690285714,0.393348219,,active
NCX0320,Health Promotion & Maintenance,screenings,"On a medical-surgical floor, a client with screenings has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Apply restraints without trying alternatives,Screen for IPV when indicated,Delegate initial assessment to unlicensed staff,Wait for provider rounds before acting,B,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,on a medical surgical floor a client with screenings has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first apply restraints without trying alternatives screen for ipv when indicated delegate initial assessment to unlicensed staff wait for provider rounds before acting,-1.295069287,0.749142857,0.357629766,NCX0372,active
NCX0321,Health Promotion & Maintenance,prenatal care,"During morning rounds, a client with prenatal care requests assistance. What should the nurse do first?",Apply restraints without trying alternatives,Wait for provider rounds before acting,Encourage regular prenatal visits,Increase oral fluids without assessing contraindications,C,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,during morning rounds a client with prenatal care requests assistance what should the nurse do first apply restraints without trying alternatives wait for provider rounds before acting encourage regular prenatal visits increase oral fluids without assessing contraindications,-1.580002757,0.790142857,0.341427262,,active
NCX0322,Health Promotion & Maintenance,health promotion,Which lab value in the setting of health promotion requires immediate intervention?,Offer detailed education before stabilizing the client,Promote smoking cessation resources,Provide comfort measures only,Increase oral fluids without assessing contraindications,B,The correct action for health promotion reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which lab value in the setting of health promotion requires immediate intervention offer detailed education before stabilizing the client promote smoking cessation resources provide comfort measures only increase oral fluids without assessing contraindications,-1.61993731,0.795428571,0.359623019,,active
NCX0323,Health Promotion & Maintenance,immunizations,Which assessment should the nurse perform first for a client with immunizations?,Follow the current CDC immunization schedule,Delegate initial assessment to unlicensed staff,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,A,The correct action for immunizations reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which assessment should the nurse perform first for a client with immunizations follow the current cdc immunization schedule delegate initial assessment to unlicensed staff ignore abnormal values if the client feels fine position the client supine regardless of condition,-0.30054392,0.558285714,0.405790158,,active
NCX0324,Health Promotion & Maintenance,prenatal care,A client with prenatal care has stable vitals. Which action can be safely assigned to an LPN?,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,Teach folic acid supplementation prior to conception,Apply restraints without trying alternatives,C,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with prenatal care has stable vitals which action can be safely assigned to an lpn document and reassess later without intervening ignore abnormal values if the client feels fine teach folic acid supplementation prior to conception apply restraints without trying alternatives,-0.080252445,0.508857143,0.416114201,NCX0309,active
NCX0325,Health Promotion & Maintenance,screenings,Which lab value in the setting of screenings requires immediate intervention?,Document and reassess later without intervening,Wait for provider rounds before acting,Screen for IPV when indicated,Apply restraints without trying alternatives,C,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which lab value in the setting of screenings requires immediate intervention document and reassess later without intervening wait for provider rounds before acting screen for ipv when indicated apply restraints without trying alternatives,0.401381604,0.419428571,0.402166762,,active
NCX0326,Health Promotion & Maintenance,prenatal care,A client with prenatal care is at risk for falls. Which intervention takes priority?,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Ignore abnormal values if the client feels fine,Teach folic acid supplementation prior to conception,D,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with prenatal care is at risk for falls which intervention takes priority increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff ignore abnormal values if the client feels fine teach folic acid supplementation prior to conception,-0.469129977,0.587285714,0.404877981,,active
NCX0327,Health Promotion & Maintenance,health promotion,"A 64-year-old client admitted for health promotion now has vitals: BP 154/80, HR 63, RR 23, SpO2 94. The client is anxious and pale. Which action should the nurse prioritize?",Promote smoking cessation resources,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Position the client supine regardless of condition,A,The correct action for health promotion reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a 64 year old client admitted for health promotion now has vitals bp 154 80 hr 63 rr 23 spo2 94 the client is anxious and pale which action should the nurse prioritize promote smoking cessation resources increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff position the client supine regardless of condition,-0.186369124,0.537142857,0.418687442,,active
NCX0328,Health Promotion & Maintenance,adolescent health,A 32-year-old client with adolescent health has oxygen saturation of 91 on room air and labored breathing. Which intervention is the priority?,Provide confidential sexual health counseling as appropriate,Delegate initial assessment to unlicensed staff,Provide comfort measures only,Apply restraints without trying alternatives,A,The correct action for adolescent health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a 32 year old client with adolescent health has oxygen saturation of 91 on room air and labored breathing which intervention is the priority provide confidential sexual health counseling as appropriate delegate initial assessment to unlicensed staff provide comfort measures only apply restraints without trying alternatives,0.307095574,0.427428571,0.394934163,,active
NCX0329,Health Promotion & Maintenance,screenings,A 66-year-old client hospitalized for screenings is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Provide comfort measures only,Position the client supine regardless of condition,Encourage age-appropriate cancer screenings,Increase oral fluids without assessing contraindications,C,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a 66 year old client hospitalized for screenings is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety provide comfort measures only position the client supine regardless of condition encourage age appropriate cancer screenings increase oral fluids without assessing contraindications,-0.231377057,0.543428571,0.414309868,,active
NCX0330,Health Promotion & Maintenance,nutrition counseling,Which nursing intervention reduces risk associated with nutrition counseling?,Encourage sodium restriction for hypertension,Encourage rest and postpone evaluation,Provide comfort measures only,Offer detailed education before stabilizing the client,A,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which nursing intervention reduces risk associated with nutrition counseling encourage sodium restriction for hypertension encourage rest and postpone evaluation provide comfort measures only offer detailed education before stabilizing the client,2.472383506,0.107428571,0.270163919,,draft
NCX0331,Health Promotion & Maintenance,screenings,"A client with screenings suddenly exhibits restlessness. Vitals: BP 108/61, HR 52, RR 33, SpO2 92. Which action should the nurse take first?",Offer depression screening in primary care,Ignore abnormal values if the client feels fine,Document and reassess later without intervening,Offer detailed education before stabilizing the client,A,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with screenings suddenly exhibits restlessness vitals bp 108 61 hr 52 rr 33 spo2 92 which action should the nurse take first offer depression screening in primary care ignore abnormal values if the client feels fine document and reassess later without intervening offer detailed education before stabilizing the client,1.798449038,0.182571429,0.343875239,,draft
NCX0332,Health Promotion & Maintenance,newborn care,Which finding indicates effective management of newborn care?,Document and reassess later without intervening,Provide comfort measures only,Maintain a neutral thermal environment,Wait for provider rounds before acting,C,The correct action for newborn care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which finding indicates effective management of newborn care document and reassess later without intervening provide comfort measures only maintain a neutral thermal environment wait for provider rounds before acting,1.193555123,0.271428571,0.375722677,NCX0214,active
NCX0333,Health Promotion & Maintenance,adolescent health,"For a client being discharged with adolescent health, which instruction is most important?",Delegate initial assessment to unlicensed staff,Provide comfort measures only,Offer detailed education before stabilizing the client,Discuss injury prevention and seatbelt use,D,The correct action for adolescent health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,for a client being discharged with adolescent health which instruction is most important delegate initial assessment to unlicensed staff provide comfort measures only offer detailed education before stabilizing the client discuss injury prevention and seatbelt use,-0.340308351,0.570571429,0.398696324,NCX0312,active
NCX0334,Health Promotion & Maintenance,nutrition counseling,"A postoperative client with nutrition counseling has labs: K+ 6.7, Na+ 136, Hgb 12.6. Vitals: BP 160/90, HR 128. Which order should the nurse implement first?",Ignore abnormal values if the client feels fine,Document and reassess later without intervening,Offer detailed education before stabilizing the client,Teach carbohydrate counting for diabetes,D,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a postoperative client with nutrition counseling has labs k 6 7 na 136 hgb 12 6 vitals bp 160 90 hr 128 which order should the nurse implement first ignore abnormal values if the client feels fine document and reassess later without intervening offer detailed education before stabilizing the client teach carbohydrate counting for diabetes,-1.68094229,0.801571429,0.326782376,,active
NCX0335,Health Promotion & Maintenance,nutrition counseling,"A client with nutrition counseling suddenly exhibits new onset chest pain. Vitals: BP 166/50, HR 58, RR 29, SpO2 98. Which action should the nurse take first?",Position the client supine regardless of condition,Document and reassess later without intervening,Wait for provider rounds before acting,Teach carbohydrate counting for diabetes,D,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with nutrition counseling suddenly exhibits new onset chest pain vitals bp 166 50 hr 58 rr 29 spo2 98 which action should the nurse take first position the client supine regardless of condition document and reassess later without intervening wait for provider rounds before acting teach carbohydrate counting for diabetes,0.336662558,0.425142857,0.413846587,,active
NCX0336,Health Promotion & Maintenance,newborn care,Which nursing intervention reduces risk associated with newborn care?,Provide comfort measures only,Apply restraints without trying alternatives,Position the client supine regardless of condition,Position the newborn supine for sleep,D,The correct action for newborn care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which nursing intervention reduces risk associated with newborn care provide comfort measures only apply restraints without trying alternatives position the client supine regardless of condition position the newborn supine for sleep,0.868941169,0.318,0.377058557,,active
NCX0337,Health Promotion & Maintenance,adolescent health,Which assessment should the nurse perform first for a client with adolescent health?,Position the client supine regardless of condition,Provide confidential sexual health counseling as appropriate,Increase oral fluids without assessing contraindications,Wait for provider rounds before acting,B,The correct action for adolescent health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which assessment should the nurse perform first for a client with adolescent health position the client supine regardless of condition provide confidential sexual health counseling as appropriate increase oral fluids without assessing contraindications wait for provider rounds before acting,0.653905518,0.362571429,0.4113563,,active
NCX0338,Health Promotion & Maintenance,newborn care,"During shift handoff, a client with newborn care is on multiple medications. Vitals: BP 137/51, HR 121. Which medication-related action should the nurse take first?",Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Position the newborn supine for sleep,Offer detailed education before stabilizing the client,C,The correct action for newborn care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,during shift handoff a client with newborn care is on multiple medications vitals bp 137 51 hr 121 which medication related action should the nurse take first increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff position the newborn supine for sleep offer detailed education before stabilizing the client,-0.842097967,0.667,0.395749485,,active
NCX0339,Health Promotion & Maintenance,adolescent health,Which nursing intervention reduces risk associated with adolescent health?,Encourage rest and postpone evaluation,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Provide confidential sexual health counseling as appropriate,D,The correct action for adolescent health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which nursing intervention reduces risk associated with adolescent health encourage rest and postpone evaluation ignore abnormal values if the client feels fine position the client supine regardless of condition provide confidential sexual health counseling as appropriate,0.216643786,0.45,0.410991997,,active
NCX0340,Health Promotion & Maintenance,screenings,A client with screenings refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,Apply restraints without trying alternatives,Offer depression screening in primary care,D,The correct action for screenings reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with screenings refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate delegate initial assessment to unlicensed staff encourage rest and postpone evaluation apply restraints without trying alternatives offer depression screening in primary care,-2.651668285,0.902571429,0.256438418,NCX0223,draft
NCX0341,Health Promotion & Maintenance,immunizations,Which action reflects evidence-based practice in managing immunizations?,Position the client supine regardless of condition,Document and reassess later without intervening,Hold live vaccines in severe immunodeficiency,Ignore abnormal values if the client feels fine,C,The correct action for immunizations reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,which action reflects evidence based practice in managing immunizations position the client supine regardless of condition document and reassess later without intervening hold live vaccines in severe immunodeficiency ignore abnormal values if the client feels fine,0.224475929,0.449285714,0.424970532,,active
NCX0342,Health Promotion & Maintenance,health promotion,"In the ED, a 35-year-old client with history of health promotion reports new symptoms. Vitals: BP 103/85, HR 127, RR 23, Temp 38.2. Which intervention is most critical at this time?",Delegate initial assessment to unlicensed staff,Encourage 150 minutes of moderate exercise weekly,Document and reassess later without intervening,Encourage rest and postpone evaluation,B,The correct action for health promotion reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,in the ed a 35 year old client with history of health promotion reports new symptoms vitals bp 103 85 hr 127 rr 23 temp 38 2 which intervention is most critical at this time delegate initial assessment to unlicensed staff encourage 150 minutes of moderate exercise weekly document and reassess later without intervening encourage rest and postpone evaluation,-0.046080998,0.507428571,0.421632729,,active
NCX0343,Health Promotion & Maintenance,nutrition counseling,"A postoperative client with nutrition counseling has labs: K+ 4.9, Na+ 127, Hgb 15.9. Vitals: BP 123/98, HR 70. Which order should the nurse implement first?",Teach carbohydrate counting for diabetes,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,Position the client supine regardless of condition,A,The correct action for nutrition counseling reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a postoperative client with nutrition counseling has labs k 4 9 na 127 hgb 15 9 vitals bp 123 98 hr 70 which order should the nurse implement first teach carbohydrate counting for diabetes apply restraints without trying alternatives increase oral fluids without assessing contraindications position the client supine regardless of condition,0.795031434,0.329714286,0.388715737,,active
NCX0344,Health Promotion & Maintenance,older adult health,A client with older adult health is at risk for falls. Which intervention takes priority?,Position the client supine regardless of condition,Promote vaccinations including influenza and pneumococcal,Wait for provider rounds before acting,Provide comfort measures only,B,The correct action for older adult health reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client with older adult health is at risk for falls which intervention takes priority position the client supine regardless of condition promote vaccinations including influenza and pneumococcal wait for provider rounds before acting provide comfort measures only,-0.826348126,0.666,0.391595144,,active
NCX0345,Health Promotion & Maintenance,prenatal care,"In the ED, a 80-year-old client with history of prenatal care reports new symptoms. Vitals: BP 173/71, HR 108, RR 19, Temp 39.2. Which intervention is most critical at this time?",Report severe headache or visual changes immediately,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,A,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,in the ed a 80 year old client with history of prenatal care reports new symptoms vitals bp 173 71 hr 108 rr 19 temp 39 2 which intervention is most critical at this time report severe headache or visual changes immediately apply restraints without trying alternatives increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff,-0.378301131,0.573714286,0.405163168,,active
NCX0346,Health Promotion & Maintenance,newborn care,"During morning rounds, a client with newborn care requests assistance. What should the nurse do first?",Delegate initial assessment to unlicensed staff,Position the newborn supine for sleep,Provide comfort measures only,Encourage rest and postpone evaluation,B,The correct action for newborn care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,during morning rounds a client with newborn care requests assistance what should the nurse do first delegate initial assessment to unlicensed staff position the newborn supine for sleep provide comfort measures only encourage rest and postpone evaluation,-0.570721058,0.606428571,0.403825914,,active
NCX0347,Health Promotion & Maintenance,health promotion,A client treated for health promotion is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Promote smoking cessation resources,Increase oral fluids without assessing contraindications,Apply restraints without trying alternatives,Wait for provider rounds before acting,A,The correct action for health promotion reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a client treated for health promotion is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority promote smoking cessation resources increase oral fluids without assessing contraindications apply restraints without trying alternatives wait for provider rounds before acting,-0.654297188,0.628,0.400792638,NCX0413,active
NCX0348,Health Promotion & Maintenance,prenatal care,A 22-year-old client with prenatal care has oxygen saturation of 94 on room air and labored breathing. Which intervention is the priority?,Provide comfort measures only,Offer detailed education before stabilizing the client,Increase oral fluids without assessing contraindications,Report severe headache or visual changes immediately,D,The correct action for prenatal care reflects NCLEX priorities and evidence-based practice for Health Promotion & Maintenance.,a 22 year old client with prenatal care has oxygen saturation of 94 on room air and labored breathing which intervention is the priority provide comfort measures only offer detailed education before stabilizing the client increase oral fluids without assessing contraindications report severe headache or visual changes immediately,1.795667824,0.177571429,0.337617152,,draft
